n1	n2	d1	d2	type	m	sig1	sig2	sigm	sdir	d1.c2	d2.c1	d1.cm	d2.cm	dm.c1	dm.c2	c1.c2	c1.cm	c2.cm	d1.p2	d2.p1	dm.p1	dm.p2	p1.p2	d1.scp2	d2.scp1	dm.scp2	dm.scp1	d1.scpd2	d2.scpd1	dm.scpd2	dm.scpd1	big1	big2
40	20	0.5	0.2	big2	442	442	72	422	442	388	295	441	364	442	439	441	442	442	424	428	442	442	442	442	442	442	442	442	390	442	442	442	62
40	20	0.5	0.2	s2or	442	442	52	422	442	388	295	441	364	442	439	441	442	442	424	428	442	442	442	442	442	442	442	442	390	442	442	422	72
80	20	0.5	0.2	raw	1000	887	95	875	736	792	473	1000	514	1000	904	960	1000	992	846	860	1000	940	1000	700	736	706	736	713	690	721	736	534	202
80	20	0.5	0.2	sig1	887	887	84	843	649	686	398	887	436	887	794	849	887	880	737	751	887	830	887	649	649	649	649	636	603	640	649	505	144
80	20	0.5	0.2	bsln	649	649	80	647	649	610	398	649	436	649	639	648	649	649	625	632	649	647	649	649	649	649	649	636	603	640	649	505	144
80	20	0.5	0.2	sig2	80	80	80	80	80	78	55	80	59	80	80	80	80	80	80	79	80	80	80	80	80	80	80	67	80	71	80	9	71
80	20	0.5	0.2	big2	649	649	153	647	649	612	423	649	457	649	639	648	649	649	625	633	649	647	649	649	649	649	649	649	603	649	649	649	144
80	20	0.5	0.2	s2or	649	649	80	647	649	612	423	649	457	649	639	648	649	649	625	633	649	647	649	649	649	649	649	649	603	649	649	576	153
160	20	0.5	0.2	raw	1000	995	95	992	738	824	354	1000	373	1000	864	938	1000	969	839	842	1000	897	998	710	738	703	738	707	715	714	738	548	190
160	20	0.5	0.2	sig1	995	995	95	991	734	819	351	995	369	995	859	933	995	964	834	837	995	892	993	710	734	703	734	703	711	710	734	545	189
160	20	0.5	0.2	bsln	734	734	90	734	734	723	351	734	369	734	729	734	734	734	726	727	734	731	734	710	734	703	734	703	711	710	734	545	189
160	20	0.5	0.2	sig2	90	90	90	90	90	85	31	90	36	90	87	90	90	90	86	85	90	88	90	89	90	90	90	59	90	66	90	1	89
160	20	0.5	0.2	big2	734	734	190	734	734	728	413	734	425	734	732	734	734	734	730	732	734	733	734	723	734	713	734	734	711	734	734	734	189
160	20	0.5	0.2	s2or	734	734	90	734	734	728	410	734	423	734	732	734	734	734	730	732	734	733	734	711	734	703	734	734	711	734	734	634	190
320	20	0.5	0.2	raw	1000	1000	95	1000	738	835	247	1000	253	1000	867	922	1000	934	855	860	1000	872	998	707	738	706	738	694	724	698	738	557	181
320	20	0.5	0.2	sig1	1000	1000	95	1000	738	835	247	1000	253	1000	867	922	1000	934	855	860	1000	872	998	707	738	706	738	694	724	698	738	557	181
320	20	0.5	0.2	bsln	738	738	90	738	738	731	247	738	253	738	736	736	738	736	734	735	738	736	738	707	738	706	738	694	724	698	738	557	181
320	20	0.5	0.2	sig2	90	90	90	90	90	87	15	90	15	90	88	88	90	88	88	87	90	88	90	87	90	88	90	46	90	50	90	0	90
320	20	0.5	0.2	big2	738	738	181	738	738	734	334	738	339	738	738	738	738	738	736	738	738	738	738	720	738	715	738	738	724	738	738	738	181
320	20	0.5	0.2	s2or	738	738	90	738	738	734	322	738	328	738	738	738	738	738	736	738	738	738	738	710	738	708	738	738	724	738	738	647	181
20	40	0.5	0.2	raw	1000	337	148	354	792	610	797	704	995	943	1000	979	1000	1000	871	886	987	1000	1000	792	610	792	741	787	613	792	738	601	191
20	40	0.5	0.2	sig1	337	337	46	200	275	76	182	118	332	282	337	316	337	337	231	243	324	337	337	275	223	275	275	275	106	275	221	270	5
20	40	0.5	0.2	bsln	275	275	44	200	275	76	182	118	275	252	275	270	275	275	225	234	273	275	275	275	223	275	275	275	106	275	221	270	5
20	40	0.5	0.2	sig2	44	44	44	44	44	39	41	39	44	44	44	44	44	44	43	43	44	44	44	44	44	44	44	44	39	44	43	39	5
20	40	0.5	0.2	big2	275	275	44	200	275	76	182	118	275	252	275	270	275	275	225	234	273	275	275	275	223	275	275	275	106	275	221	275	5
20	40	0.5	0.2	s2or	275	275	44	200	275	81	185	123	275	252	275	270	275	275	226	235	273	275	275	275	223	275	275	275	111	275	222	275	44
40	40	0.5	0.2	raw	1000	590	148	574	815	656	665	849	872	960	967	963	1000	1000	847	855	995	999	995	815	815	815	815	810	642	815	811	642	173
40	40	0.5	0.2	sig1	590	590	88	459	490	295	304	445	470	551	558	554	590	590	446	454	585	589	585	490	490	490	490	490	317	490	486	464	26
40	40	0.5	0.2	bsln	490	490	86	438	490	295	304	420	442	483	486	486	490	490	421	428	490	490	490	490	490	490	490	490	317	490	486	464	26
40	40	0.5	0.2	sig2	86	86	86	86	86	83	84	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	84	86	86	60	26
40	40	0.5	0.2	big2	490	490	86	438	490	295	304	420	442	483	486	486	490	490	421	428	490	490	490	490	490	490	490	490	317	490	486	490	26
40	40	0.5	0.2	s2or	490	490	86	438	490	298	306	420	442	483	486	486	490	490	421	428	490	490	490	490	490	490	490	490	319	490	486	490	86
80	40	0.5	0.2	raw	1000	887	148	866	820	690	508	941	606	980	895	938	1000	995	808	813	1000	959	996	819	820	820	820	810	665	819	820	667	153
80	40	0.5	0.2	sig1	887	887	128	826	731	589	424	829	514	867	785	827	887	882	699	706	887	847	883	731	731	731	731	730	576	731	731	629	102
80	40	0.5	0.2	bsln	731	731	126	721	731	574	424	725	510	730	713	725	731	731	665	670	731	727	731	731	731	731	731	730	576	731	731	629	102
80	40	0.5	0.2	sig2	126	126	126	126	126	125	119	126	124	126	126	126	126	126	126	126	126	126	126	126	126	126	126	125	126	126	126	51	75
80	40	0.5	0.2	big2	731	731	153	721	731	574	428	725	511	730	713	725	731	731	665	670	731	727	731	731	731	731	731	731	576	731	731	731	102
80	40	0.5	0.2	s2or	731	731	126	721	731	575	431	725	512	730	713	725	731	731	665	670	731	727	731	731	731	731	731	731	576	731	731	704	153
160	40	0.5	0.2	raw	1000	995	148	994	822	709	367	991	418	999	848	927	1000	971	774	785	1000	898	991	822	822	822	822	810	666	815	822	704	118
160	40	0.5	0.2	sig1	995	995	148	992	819	704	364	986	414	994	843	922	995	966	769	780	995	893	986	819	819	819	819	807	663	812	819	701	118
160	40	0.5	0.2	bsln	819	819	144	819	819	684	364	819	414	819	781	813	819	819	735	744	819	806	819	819	819	819	819	807	663	812	819	701	118
160	40	0.5	0.2	sig2	144	144	144	144	144	144	119	144	127	144	144	144	144	144	144	144	144	144	144	144	144	144	144	132	144	137	144	50	94
160	40	0.5	0.2	big2	819	819	168	819	819	684	387	819	430	819	781	813	819	819	735	744	819	806	819	819	819	819	819	819	663	819	819	819	118
160	40	0.5	0.2	s2or	819	819	144	819	819	684	389	819	431	819	781	813	819	819	735	744	819	806	819	819	819	819	819	819	663	819	819	795	168
320	40	0.5	0.2	raw	1000	1000	148	1000	822	726	244	1000	261	1000	795	889	1000	933	765	773	1000	827	997	822	822	822	822	808	673	813	822	716	106
320	40	0.5	0.2	sig1	1000	1000	148	1000	822	726	244	1000	261	1000	795	889	1000	933	765	773	1000	827	997	822	822	822	822	808	673	813	822	716	106
320	40	0.5	0.2	bsln	822	822	144	822	822	720	244	822	261	822	777	813	822	822	754	760	822	797	822	822	822	822	822	808	673	813	822	716	106
320	40	0.5	0.2	sig2	144	144	144	144	144	143	99	144	104	144	144	144	144	144	144	144	144	144	144	144	144	144	144	130	144	135	144	52	92
320	40	0.5	0.2	big2	822	822	158	822	822	721	284	822	297	822	777	813	822	822	754	760	822	797	822	822	822	822	822	822	673	822	822	822	106
320	40	0.5	0.2	s2or	822	822	144	822	822	721	289	822	301	822	777	813	822	822	754	760	822	797	822	822	822	822	822	822	673	822	822	808	158
20	80	0.5	0.2	raw	1000	337	237	416	855	459	830	525	1000	924	1000	973	990	1000	863	882	956	1000	1000	855	405	855	540	855	550	855	628	696	159
20	80	0.5	0.2	sig1	337	337	87	204	304	20	180	32	337	264	337	311	327	337	209	226	294	337	337	304	155	304	246	304	49	304	96	304	0
20	80	0.5	0.2	bsln	304	304	87	204	304	20	180	32	304	254	304	287	298	304	207	221	276	304	304	304	155	304	246	304	49	304	96	304	0
20	80	0.5	0.2	sig2	87	87	87	87	87	20	75	32	87	83	87	85	87	87	80	81	84	87	87	87	87	87	87	87	40	87	59	87	0
20	80	0.5	0.2	big2	304	304	87	204	304	20	180	32	304	254	304	287	298	304	207	221	276	304	304	304	155	304	246	304	49	304	96	304	0
20	80	0.5	0.2	s2or	304	304	87	204	304	87	192	87	304	258	304	289	298	304	214	227	279	304	304	304	155	304	246	304	96	304	124	304	87
40	80	0.5	0.2	raw	1000	590	237	601	886	496	698	594	967	892	991	946	993	1000	788	801	962	1000	998	886	755	886	875	885	555	886	740	755	131
40	80	0.5	0.2	sig1	590	590	138	435	520	152	302	225	557	484	581	536	583	590	384	394	552	590	588	520	444	520	520	520	200	520	374	511	9
40	80	0.5	0.2	bsln	520	520	138	430	520	152	302	225	510	457	518	496	518	520	375	384	507	520	520	520	444	520	520	520	200	520	374	511	9
40	80	0.5	0.2	sig2	138	138	138	138	138	97	121	112	138	137	138	138	138	138	129	131	138	138	138	138	138	138	138	138	109	138	129	129	9
40	80	0.5	0.2	big2	520	520	138	430	520	152	302	225	510	457	518	496	518	520	375	384	507	520	520	520	444	520	520	520	200	520	374	520	9
40	80	0.5	0.2	s2or	520	520	138	430	520	193	319	251	510	458	518	496	518	520	384	391	507	520	520	520	444	520	520	520	229	520	383	520	138
80	80	0.5	0.2	raw	1000	887	237	873	889	496	502	712	740	906	916	908	999	1000	714	730	988	991	991	889	889	889	889	889	526	889	851	790	99
80	80	0.5	0.2	sig1	887	887	207	819	789	392	398	602	629	793	803	795	886	887	604	620	875	878	878	789	789	789	789	789	426	789	751	737	52
80	80	0.5	0.2	bsln	789	789	206	769	789	392	398	588	613	739	748	741	789	789	590	606	785	787	787	789	789	789	789	789	426	789	751	737	52
80	80	0.5	0.2	sig2	206	206	206	206	206	179	181	199	201	205	205	205	206	206	199	201	206	206	206	206	206	206	206	206	182	206	205	154	52
80	80	0.5	0.2	big2	789	789	206	769	789	392	398	588	613	739	748	741	789	789	590	606	785	787	787	789	789	789	789	789	426	789	751	789	52
80	80	0.5	0.2	s2or	789	789	206	769	789	419	423	595	618	740	749	742	789	789	597	611	785	787	787	789	789	789	789	789	450	789	752	789	206
160	80	0.5	0.2	raw	1000	995	237	992	891	511	340	885	447	961	800	888	1000	991	635	653	1000	923	993	891	891	891	891	891	511	891	891	831	60
160	80	0.5	0.2	sig1	995	995	236	989	887	507	336	880	443	956	795	883	995	986	630	648	995	918	988	887	887	887	887	887	507	887	887	829	58
160	80	0.5	0.2	bsln	887	887	235	885	887	506	336	838	442	879	775	841	887	886	627	645	887	866	886	887	887	887	887	887	507	887	887	829	58
160	80	0.5	0.2	sig2	235	235	235	235	235	225	193	234	219	235	234	234	235	235	230	231	235	235	235	235	235	235	235	235	225	235	235	180	55
160	80	0.5	0.2	big2	887	887	238	885	887	506	338	838	442	879	775	841	887	886	627	645	887	866	886	887	887	887	887	887	507	887	887	887	58
160	80	0.5	0.2	s2or	887	887	235	885	887	516	378	839	458	879	776	842	887	886	632	649	887	866	886	887	887	887	887	887	517	887	887	884	238
320	80	0.5	0.2	raw	1000	1000	237	1000	891	523	198	985	233	996	671	829	1000	928	586	598	1000	780	986	891	891	891	891	887	488	890	891	836	55
320	80	0.5	0.2	sig1	1000	1000	237	1000	891	523	198	985	233	996	671	829	1000	928	586	598	1000	780	986	891	891	891	891	887	488	890	891	836	55
320	80	0.5	0.2	bsln	891	891	236	891	891	523	198	890	233	891	669	811	891	872	585	597	891	772	890	891	891	891	891	887	488	890	891	836	55
320	80	0.5	0.2	sig2	236	236	236	236	236	232	161	236	180	236	234	236	236	236	234	234	236	236	236	236	236	236	236	232	229	235	236	182	54
320	80	0.5	0.2	big2	891	891	237	891	891	523	206	890	238	891	669	811	891	872	585	597	891	772	890	891	891	891	891	891	488	891	891	891	55
320	80	0.5	0.2	s2or	891	891	236	891	891	527	273	890	289	891	671	811	891	872	587	599	891	772	890	891	891	891	891	891	495	891	891	890	237
20	160	0.5	0.2	raw	1000	337	435	568	912	325	841	352	1000	887	1000	958	976	1000	848	870	914	1000	1000	912	168	912	217	912	473	912	522	747	165
20	160	0.5	0.2	sig1	337	337	143	228	323	0	186	0	337	228	337	295	313	337	192	212	252	337	337	323	51	323	103	323	6	323	17	323	0
20	160	0.5	0.2	bsln	323	323	143	228	323	0	186	0	323	227	323	288	304	323	192	211	249	323	323	323	51	323	103	323	6	323	17	323	0
20	160	0.5	0.2	sig2	143	143	143	143	143	0	112	0	143	121	143	134	138	143	112	116	128	143	143	143	51	143	101	143	6	143	17	143	0
20	160	0.5	0.2	big2	323	323	143	228	323	0	186	0	323	227	323	288	304	323	192	211	249	323	323	323	51	323	103	323	6	323	17	323	0
20	160	0.5	0.2	s2or	323	323	143	228	323	143	217	143	323	249	323	297	309	323	223	238	264	323	323	323	143	323	145	323	143	323	143	323	143
40	160	0.5	0.2	raw	1000	590	435	715	951	331	707	377	1000	839	1000	917	978	1000	768	785	892	1000	998	951	627	951	820	951	448	951	566	831	120
40	160	0.5	0.2	sig1	590	590	264	483	567	45	304	66	590	431	590	507	568	590	363	379	482	590	588	567	374	567	532	567	99	567	189	566	1
40	160	0.5	0.2	bsln	567	567	264	483	567	45	304	66	567	424	567	494	549	567	361	376	469	567	566	567	374	567	532	567	99	567	189	566	1
40	160	0.5	0.2	sig2	264	264	264	264	264	45	195	65	264	223	264	251	260	264	208	213	243	264	264	264	264	264	264	264	86	264	138	263	1
40	160	0.5	0.2	big2	567	567	264	483	567	45	304	66	567	424	567	494	549	567	361	376	469	567	566	567	374	567	532	567	99	567	189	567	1
40	160	0.5	0.2	s2or	567	567	264	483	567	264	373	265	567	465	567	507	553	567	417	427	490	567	566	567	374	567	532	567	277	567	315	567	264
80	160	0.5	0.2	raw	1000	887	435	898	956	335	527	428	912	798	968	883	976	1000	658	666	914	1000	988	956	891	956	955	956	399	956	646	895	61
80	160	0.5	0.2	sig1	887	887	381	823	850	234	418	320	799	685	855	770	863	887	545	553	801	887	875	850	794	850	850	850	295	850	540	834	16
80	160	0.5	0.2	bsln	850	850	381	815	850	234	418	320	783	675	826	756	831	850	542	550	785	850	840	850	794	850	850	850	295	850	540	834	16
80	160	0.5	0.2	sig2	381	381	381	381	381	194	273	234	375	359	380	371	381	381	314	317	375	381	381	381	381	381	381	381	224	381	313	365	16
80	160	0.5	0.2	big2	850	850	381	815	850	234	418	320	783	675	826	756	831	850	542	550	785	850	840	850	794	850	850	850	295	850	540	850	16
80	160	0.5	0.2	s2or	850	850	381	815	850	421	526	467	789	697	827	766	831	850	609	614	791	850	840	850	794	850	850	850	452	850	608	850	381
160	160	0.5	0.2	raw	1000	995	435	997	958	299	303	521	538	819	832	823	997	997	523	533	976	979	977	958	958	958	958	958	333	958	843	931	27
160	160	0.5	0.2	sig1	995	995	434	994	953	294	298	516	533	814	827	818	992	992	518	528	971	974	972	953	953	953	953	953	328	953	838	928	25
160	160	0.5	0.2	bsln	953	953	434	953	953	294	298	516	533	808	820	811	953	953	518	528	940	943	941	953	953	953	953	953	328	953	838	928	25
160	160	0.5	0.2	sig2	434	434	434	434	434	233	237	349	355	424	426	424	434	434	350	354	434	434	434	434	434	434	434	434	255	434	427	409	25
160	160	0.5	0.2	big2	953	953	434	953	953	294	298	516	533	808	820	811	953	953	518	528	940	943	941	953	953	953	953	953	328	953	838	953	25
160	160	0.5	0.2	s2or	953	953	434	953	953	495	495	601	612	818	828	821	953	953	602	608	940	943	941	953	953	953	953	953	507	953	845	953	434
320	160	0.5	0.2	raw	1000	1000	435	1000	958	293	150	712	226	880	594	709	1000	949	406	409	1000	778	963	958	958	958	958	957	294	958	957	939	19
320	160	0.5	0.2	sig1	1000	1000	435	1000	958	293	150	712	226	880	594	709	1000	949	406	409	1000	778	963	958	958	958	958	957	294	958	957	939	19
320	160	0.5	0.2	bsln	958	958	435	958	958	293	150	712	226	875	594	709	958	931	406	409	958	778	944	958	958	958	958	957	294	958	957	939	19
320	160	0.5	0.2	sig2	435	435	435	435	435	255	142	418	207	434	399	418	435	435	330	332	435	428	435	435	435	435	435	434	256	435	435	416	19
320	160	0.5	0.2	big2	958	958	435	958	958	294	152	712	227	875	594	709	958	931	406	409	958	778	944	958	958	958	958	958	294	958	957	958	19
320	160	0.5	0.2	s2or	958	958	435	958	958	473	443	729	454	876	630	726	958	931	511	512	958	785	944	958	958	958	958	958	473	958	957	958	435
20	320	0.5	0.2	raw	1000	337	690	780	947	264	853	269	1000	870	1000	944	957	1000	845	860	890	1000	1000	947	13	947	23	947	423	947	441	806	141
20	320	0.5	0.2	sig1	337	337	227	282	336	0	194	0	337	211	337	281	294	337	186	201	230	337	337	336	5	336	13	336	0	336	0	336	0
20	320	0.5	0.2	bsln	336	336	227	282	336	0	194	0	336	211	336	281	294	336	186	201	230	336	336	336	5	336	13	336	0	336	0	336	0
20	320	0.5	0.2	sig2	227	227	227	227	227	0	157	0	227	166	227	203	211	227	151	161	176	227	227	227	5	227	13	227	0	227	0	227	0
20	320	0.5	0.2	big2	336	336	227	282	336	0	194	0	336	211	336	281	294	336	186	201	230	336	336	336	5	336	13	336	0	336	0	336	0
20	320	0.5	0.2	s2or	336	336	227	282	336	227	264	227	336	272	336	305	310	336	262	267	281	336	336	336	227	336	227	336	227	336	227	336	227
40	320	0.5	0.2	raw	1000	590	690	847	986	246	729	259	1000	793	1000	891	921	1000	746	761	827	1000	995	986	423	986	568	986	367	986	409	880	106
40	320	0.5	0.2	sig1	590	590	400	529	588	8	319	11	590	383	590	481	511	590	336	351	417	590	585	588	247	588	376	588	33	588	52	588	0
40	320	0.5	0.2	bsln	588	588	400	529	588	8	319	11	588	383	588	481	511	588	336	351	417	588	583	588	247	588	376	588	33	588	52	588	0
40	320	0.5	0.2	sig2	400	400	400	400	400	8	250	11	400	291	400	344	363	400	259	271	312	400	397	400	247	400	370	400	33	400	52	400	0
40	320	0.5	0.2	big2	588	588	400	529	588	8	319	11	588	383	588	481	511	588	336	351	417	588	583	588	247	588	376	588	33	588	52	588	0
40	320	0.5	0.2	s2or	588	588	400	529	588	400	469	400	588	492	588	537	548	588	477	480	505	588	586	588	400	588	406	588	400	588	400	588	400
80	320	0.5	0.2	raw	1000	887	690	955	993	197	521	222	992	697	996	817	925	1000	604	619	772	1000	986	993	852	993	977	992	270	993	369	952	41
80	320	0.5	0.2	sig1	887	887	611	861	882	99	409	120	879	584	883	704	812	887	491	506	659	887	873	882	758	882	877	882	163	882	258	880	2
80	320	0.5	0.2	bsln	882	882	611	860	882	99	409	120	875	584	879	702	809	882	491	506	657	882	869	882	758	882	877	882	163	882	258	880	2
80	320	0.5	0.2	sig2	611	611	611	611	611	99	345	120	609	463	611	531	588	611	402	412	512	611	607	611	611	611	611	611	157	611	232	609	2
80	320	0.5	0.2	big2	882	882	611	860	882	99	409	120	875	584	879	702	809	882	491	506	657	882	869	882	758	882	877	882	163	882	258	882	2
80	320	0.5	0.2	s2or	882	882	611	860	882	611	675	611	877	732	879	782	832	882	700	705	756	882	873	882	758	882	877	882	617	882	637	882	611
160	320	0.5	0.2	raw	1000	995	690	997	995	139	270	200	745	571	896	712	947	1000	382	392	774	1000	964	995	982	995	995	995	183	995	382	983	12
160	320	0.5	0.2	sig1	995	995	685	992	990	134	265	195	740	566	891	707	942	995	377	387	769	995	959	990	977	990	990	990	178	990	377	981	9
160	320	0.5	0.2	bsln	990	990	685	988	990	134	265	195	740	566	889	707	938	990	377	387	768	990	955	990	977	990	990	990	178	990	377	981	9
160	320	0.5	0.2	sig2	685	685	685	685	685	130	243	183	587	469	662	566	677	685	335	342	602	685	679	685	685	685	685	685	167	685	335	676	9
160	320	0.5	0.2	big2	990	990	685	988	990	134	265	195	740	566	889	707	938	990	377	387	768	990	955	990	977	990	990	990	178	990	377	990	9
160	320	0.5	0.2	s2or	990	990	685	988	990	689	707	697	838	782	912	826	946	990	727	730	851	990	961	990	977	990	990	990	696	990	727	990	685
320	320	0.5	0.2	raw	1000	1000	690	1000	995	92	94	217	229	528	547	539	977	987	220	228	894	910	903	995	995	995	995	995	110	995	590	991	4
320	320	0.5	0.2	sig1	1000	1000	690	1000	995	92	94	217	229	528	547	539	977	987	220	228	894	910	903	995	995	995	995	995	110	995	590	991	4
320	320	0.5	0.2	bsln	995	995	690	995	995	92	94	217	229	528	547	539	974	983	220	228	894	910	903	995	995	995	995	995	110	995	590	991	4
320	320	0.5	0.2	sig2	690	690	690	690	690	90	92	210	222	473	487	481	687	690	213	221	664	671	668	690	690	690	690	690	108	690	514	686	4
320	320	0.5	0.2	big2	995	995	690	995	995	92	94	217	229	528	547	539	974	983	220	228	894	910	903	995	995	995	995	995	110	995	590	995	4
320	320	0.5	0.2	s2or	995	995	690	995	995	692	692	697	697	745	750	748	977	983	697	697	920	929	925	995	995	995	995	995	692	995	766	995	690
20	20	0.8	0.2	raw	1000	673	95	526	736	510	531	727	810	919	947	932	997	1000	725	762	989	996	994	736	736	736	736	733	506	736	722	661	75
20	20	0.8	0.2	sig1	673	673	65	456	493	233	255	412	493	592	620	605	670	673	413	449	662	669	667	493	493	493	493	493	263	493	479	483	10
20	20	0.8	0.2	bsln	493	493	62	427	493	233	255	382	447	480	489	486	493	493	384	416	493	493	493	493	493	493	493	493	263	493	479	483	10
20	20	0.8	0.2	sig2	62	62	62	62	62	59	61	61	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	60	62	62	52	10
20	20	0.8	0.2	big2	493	493	62	427	493	233	255	382	447	480	489	486	493	493	384	416	493	493	493	493	493	493	493	493	263	493	479	493	10
20	20	0.8	0.2	s2or	493	493	62	427	493	236	256	383	447	480	489	486	493	493	384	416	493	493	493	493	493	493	493	493	265	493	479	493	62
40	20	0.8	0.2	raw	1000	945	95	901	739	510	344	867	454	957	803	871	1000	991	651	679	1000	923	992	737	739	738	739	733	496	738	739	671	68
40	20	0.8	0.2	sig1	945	945	84	879	698	461	301	813	408	902	749	817	945	936	600	628	945	869	937	698	698	698	698	696	455	697	698	652	46
40	20	0.8	0.2	bsln	698	698	80	690	698	451	301	673	406	695	653	679	698	698	564	589	698	694	698	698	698	698	698	696	455	697	698	652	46
40	20	0.8	0.2	sig2	80	80	80	80	80	78	71	80	77	80	80	80	80	80	79	79	80	80	80	80	80	80	80	78	79	79	80	40	40
40	20	0.8	0.2	big2	698	698	86	690	698	452	305	673	408	695	653	679	698	698	564	590	698	694	698	698	698	698	698	698	455	698	698	698	46
40	20	0.8	0.2	s2or	698	698	80	690	698	453	310	673	409	695	653	679	698	698	565	590	698	694	698	698	698	698	698	698	456	698	698	692	86
80	20	0.8	0.2	raw	1000	1000	95	996	738	522	211	985	249	997	681	829	1000	940	603	628	1000	776	986	738	738	738	738	734	488	736	738	689	49
80	20	0.8	0.2	sig1	1000	1000	95	996	738	522	211	985	249	997	681	829	1000	940	603	628	1000	776	986	738	738	738	738	734	488	736	738	689	49
80	20	0.8	0.2	bsln	738	738	90	738	738	513	211	738	249	738	643	714	738	737	580	603	738	696	738	738	738	738	738	734	488	736	738	689	49
80	20	0.8	0.2	sig2	90	90	90	90	90	89	77	90	80	90	90	90	90	90	90	89	90	90	90	90	90	90	90	86	90	88	90	46	44
80	20	0.8	0.2	big2	738	738	95	738	738	514	218	738	254	738	643	714	738	737	580	604	738	696	738	738	738	738	738	738	488	738	738	738	49
80	20	0.8	0.2	s2or	738	738	90	738	738	514	224	738	259	738	643	714	738	737	580	604	738	696	738	738	738	738	738	738	488	738	738	733	95
160	20	0.8	0.2	raw	1000	1000	95	1000	738	530	130	1000	141	1000	625	774	1000	842	574	595	1000	668	984	738	738	738	738	732	473	732	738	695	43
160	20	0.8	0.2	sig1	1000	1000	95	1000	738	530	130	1000	141	1000	625	774	1000	842	574	595	1000	668	984	738	738	738	738	732	473	732	738	695	43
160	20	0.8	0.2	bsln	738	738	90	738	738	529	130	738	141	738	620	716	738	732	571	592	738	657	738	738	738	738	738	732	473	732	738	695	43
160	20	0.8	0.2	sig2	90	90	90	90	90	90	70	90	72	90	90	90	90	90	90	90	90	90	90	90	90	90	90	84	90	84	90	47	43
160	20	0.8	0.2	big2	738	738	90	738	738	529	142	738	152	738	620	716	738	732	571	592	738	657	738	738	738	738	738	738	473	738	738	738	43
160	20	0.8	0.2	s2or	738	738	90	738	738	529	150	738	159	738	620	716	738	732	571	592	738	657	738	738	738	738	738	738	473	738	738	738	90
320	20	0.8	0.2	raw	1000	1000	95	1000	738	511	84	1000	85	1000	571	716	1000	764	528	575	1000	602	983	738	738	738	738	733	434	734	738	699	39
320	20	0.8	0.2	sig1	1000	1000	95	1000	738	511	84	1000	85	1000	571	716	1000	764	528	575	1000	602	983	738	738	738	738	733	434	734	738	699	39
